IDA	IDB	Label
YMR023C	YOR230W	negative
YAL043C	YLR038C	negative
YER151C	YGL106W	negative
YOR078W	YPR066W	negative
YDR361C	YOL096C	negative
YLR382C	YOR308C	negative
YNL214W	YJL005W	negative
YGR082W	YER146W	negative
YOR090C	YCL039W	negative
YNL062C	YJL085W	negative
YDR195W	YLR240W	negative
YDL067C	YER126C	negative
YLR409C	YDR300C	negative
YOL054W	YGL051W	negative
YNL272C	YLR210W	negative
YLR440C	YDR498C	positive
YGR193C	YMR099C	negative
YKL012W	YBR115C	negative
YBR167C	YDR478W	positive
YGR264C	YNL139C	negative
YNL051W	YLR015W	negative
YBR009C	YJL183W	negative
YER082C	YER008C	negative
YLR378C	YML109W	negative
YPR029C	YJL072C	negative
YBR253W	YJR009C	negative
YJL179W	YPR133W-A	negative
YOR026W	YGL223C	negative
YDR255C	YER093C	negative
Q0120	YGR261C	negative
YDL067C	YNL138W-A	negative
YKL112W	YMR273C	negative
YMR064W	YBR060C	negative
YKL155C	YML085C	negative
YKR028W	YPL049C	positive
YDR320C-A	YFL004W	negative
YGL155W	YKL148C	negative
YKL016C	YKR028W	negative
YLR139C	YKR068C	negative
YDR179C	YBR207W	negative
YBL045C	YOR043W	negative
YDR013W	YDR434W	negative
YDR207C	YMR263W	positive
YDR013W	YDR382W	negative
YMR168C	YMR094W	positive
YGL111W	YOR069W	negative
YDL097C	YHR027C	positive
YNL026W	YFL037W	negative
YGL133W	YJL014W	negative
YGR188C	YML100W	negative
YDL060W	YDR498C	negative
YKL196C	YBL014C	negative
YFL017W-A	YNL121C	negative
YGL244W	YCR030C	negative
YJL125C	YBL030C	negative
YAL021C	YDR245W	negative
YNL253W	YNR037C	negative
YDR164C	YMR025W	negative
YPR007C	YBR169C	negative
YJR052W	YOR069W	negative
YGL031C	YGL066W	negative
YBR065C	YNL244C	negative
YJR092W	YDR378C	negative
YDL232W	YPL254W	negative
YDL167C	YHR197W	negative
YOR187W	YOR358W	negative
YHR013C	YLR066W	negative
YDR207C	YGR162W	negative
YPL084W	YBR154C	negative
YPL023C	YGL195W	negative
YHR051W	YGL128C	negative
YLR418C	YDR044W	negative
YFL013C	YFR010W	negative
YLR105C	YER007C-A	negative
YML112W	YNL047C	negative
YPL121C	YCL037C	negative
YLR035C	YFR044C	negative
YLR442C	YML105C	negative
YCR030C	YHR197W	negative
YGL145W	YPR161C	negative
YKR060W	YMR095C	negative
YAL029C	YDR382W	negative
YDL181W	YDL130W-A	positive
YDR148C	YJR123W	negative
YPL149W	YNL249C	negative
YBR254C	YFL018C	negative
YDR233C	YNL186W	negative
YDL097C	YMR023C	negative
YKL148C	YPR010C	negative
YBR119W	YDL195W	negative
YOR142W	YGL207W	negative
YLR088W	YJL115W	negative
YNL030W	YLR139C	negative
YJL111W	YLR007W	negative
YPR112C	YKR066C	negative
YNL037C	YBR161W	negative
YNL041C	YGL070C	negative
YLR117C	YNL070W	negative
YPL082C	YDR164C	negative
YML063W	YBR198C	negative
YBR017C	YDL148C	negative
YBR010W	YPL029W	negative
YKL019W	YNR007C	negative
YNR052C	YDR027C	negative
YDR469W	YLR015W	positive
YHR165C	YDR341C	negative
YGL244W	YAL021C	positive
YIL143C	YPL078C	negative
YKL109W	YML072C	negative
YGR264C	YOR321W	negative
YDR145W	YBR048W	negative
YBR258C	YDL171C	negative
YBR207W	YPR051W	negative
YDL093W	YNL081C	negative
YLR439W	YER133W	negative
YBR105C	YBR247C	negative
YNL297C	YPR054W	negative
YDR392W	YPL234C	negative
YGL098W	YDR390C	negative
YLR141W	YNR050C	negative
YLR115W	YGL187C	negative
YOR069W	YOR295W	negative
YBR283C	YLR430W	negative
YGL111W	Q0045	negative
YIL103W	YDR425W	negative
YPR020W	YBR112C	negative
YDL155W	YDR221W	negative
YMR078C	YLR457C	negative
YMR197C	YPR103W	negative
YLR223C	YDR036C	negative
YDL095W	YPR101W	negative
YGR002C	YMR077C	negative
YCL032W	YCR066W	negative
YML049C	YLR275W	positive
YDR429C	YFL004W	negative
YHR166C	YBL047C	negative
YGR195W	YLR038C	negative
YDR472W	YIL026C	negative
YJL065C	YKL013C	negative
YJR148W	YNR017W	negative
YGR275W	YGL020C	negative
YCL017C	YML094W	negative
YGR047C	YML129C	negative
YGL244W	YJL029C	negative
YMR189W	YGL130W	negative
YAR002C-A	YGL106W	negative
YDL088C	YPR131C	negative
YCR042C	YMR227C	positive
YJR093C	YPR181C	negative
YDR488C	YOR038C	negative
YJR094C	YDR207C	positive
YDR041W	YHR069C	negative
YDL225W	YBL025W	negative
YML065W	YNL244C	negative
YMR240C	YML049C	positive
YDR181C	YKL025C	negative
YCL044C	YMR049C	negative
YKL002W	YOR317W	negative
YOL012C	YNR050C	negative
YBR039W	YIL026C	negative
YPL047W	YML063W	negative
YNL246W	YKL119C	negative
YLR272C	YJR101W	negative
YFR037C	YNL192W	negative
YDL195W	YOL135C	negative
YBL008W	YNL192W	negative
YDR214W	YHL025W	negative
YOR207C	YDL130W-A	negative
YOR230W	YOL031C	negative
YDR480W	YGR238C	negative
YDR470C	YDL160C	negative
YLR016C	YBR084W	negative
YDL176W	YNL015W	negative
YML095C	YPR181C	negative
YDL216C	YHR012W	negative
YGL195W	YOR290C	negative
YOL145C	YKL041W	negative
YML091C	YDL090C	negative
YDR148C	YJL138C	negative
YDR166C	YJL085W	positive
YML063W	YMR028W	negative
YLR418C	YGL051W	negative
YJR092W	YBL038W	negative
YBL056W	YOL031C	negative
YMR083W	YMR080C	positive
YJR123W	YJL183W	negative
YPR054W	YOL031C	negative
YIL104C	YJR009C	negative
YOR213C	YPL085W	negative
YDR099W	YKL119C	negative
YOR036W	YJL025W	negative
YGR061C	YNL222W	negative
YDR443C	YML117W	negative
YDR331W	YHR039C-A	negative
YJL203W	YFL022C	negative
YPR103W	YPL180W	negative
YNL138W	YKR027W	negative
YHL019C	YDR416W	negative
YOR153W	YDR167W	negative
YDL077C	YKR054C	negative
YOR234C	YGL246C	negative
YHR172W	YNL126W	positive
YBL008W	YDR202C	negative
YMR012W	YOR210W	negative
YDR265W	YGR204W	negative
YOR178C	YMR029C	negative
YCR073W-A	YDL042C	negative
YHR056C	YBR048W	negative
YDR092W	YJR058C	negative
YGR020C	YMR054W	positive
YPL050C	YOR212W	negative
YPL003W	YMR312W	negative
YPL234C	YHR039C-A	positive
YLR088W	YDR439W	negative
YDR171W	YPR165W	negative
YGL025C	YGR216C	negative
YBR188C	YJL154C	negative
YLR008C	YPL152W	negative
YGL049C	YKR027W	negative
YGR216C	YPR034W	negative
YPL007C	YLR459W	negative
YOL146W	YGR020C	negative
YHR041C	YDL029W	negative
YDR108W	YDR362C	negative
YLR052W	YGL129C	negative
YGL227W	YCL039W	positive
YBR045C	YNL070W	negative
YOR110W	YOR293W	negative
YLR203C	YKR068C	negative
YHL001W	YDL147W	negative
YCR081W	YGR215W	negative
YKL155C	YHR187W	negative
YGL025C	YGL151W	positive
YFR036W	YIR021W	negative
YLR276C	YJL098W	negative
YER090W	YMR093W	negative
YIR022W	YLR409C	negative
YPL084W	YDR324C	negative
YBR221C	YGL098W	negative
YER082C	YJL053W	negative
YML094W	YJL179W	positive
YGR245C	YML115C	negative
YDR073W	YJR007W	negative
YLR150W	YGL005C	negative
YPL022W	YDL147W	negative
YOR023C	Q0085	negative
YGR134W	YPL003W	negative
YHR119W	YDR469W	positive
YOR035C	YAR002C-A	negative
YJR092W	YPL061W	negative
YDL067C	YDR310C	negative
YNL118C	YLR008C	negative
YLR360W	YOR349W	negative
YLL021W	YOR361C	negative
YLR373C	YDL143W	negative
YBR128C	YDR188W	negative
YPR051W	YER025W	negative
YOR270C	YGR193C	negative
YOR173W	YHR197W	negative
YML065W	YPL180W	negative
YDL092W	YBR179C	negative
YBL025W	YJL063C	negative
YLR295C	YOR159C	negative
YHR121W	YPL180W	negative
YBL017C	YKL193C	negative
YHR158C	YFR010W	negative
YJR086W	YCR042C	negative
YHR090C	YNL084C	negative
YPL007C	YLR314C	negative
YML095C	YGL154C	negative
YDL203C	YLR319C	negative
YDL051W	YMR012W	negative
YDR013W	YDR429C	negative
YDR118W	YOR249C	positive
YDR449C	YPR112C	positive
YGR020C	YPR110C	negative
YOR187W	YJL146W	negative
YKL018W	YNL191W	negative
YJR092W	YKL074C	negative
YMR201C	YBL090W	negative
YPL259C	YPL152W	negative
YBR060C	YDR385W	negative
YMR064W	YPL195W	negative
YHR062C	YLR382C	negative
YPL075W	YGR061C	negative
YBR036C	YLR147C	negative
YML130C	YIL033C	negative
YGL226C-A	YCR092C	negative
YJL143W	YMR005W	negative
YOR317W	YMR246W	positive
YLR277C	YEL059C-A	negative
YDL181W	YPL076W	negative
YPL003W	YGL127C	negative
YHR208W	YDL056W	negative
YIL093C	YDR228C	negative
YML111W	YOR179C	negative
YBR154C	YKL074C	negative
YDR145W	YJL053W	negative
YJL008C	YJR064W	positive
YGR095C	YLR382C	negative
YKL029C	YHL002W	negative
YBR198C	YMR242C	negative
YDL017W	YMR146C	negative
YKL029C	YHR148W	negative
YBL018C	YGL039W	negative
YNL138W	YJR045C	negative
YER022W	YOR174W	positive
YBR251W	YDL045W-A	positive
YKL144C	YOR116C	positive
YHR174W	YKL104C	negative
YGL112C	YDR437W	negative
YNL031C	YPL259C	negative
YHR058C	YDL093W	negative
YJL210W	YNR050C	negative
YMR188C	YEL032W	negative
YNL317W	YER111C	negative
YNL221C	YIR015W	positive
YGL223C	YDL082W	negative
YGL031C	YOL090W	negative
YMR026C	YMR028W	negative
YOR270C	YEL051W	positive
YDR377W	YPR178W	negative
YKL028W	YDR507C	negative
YER173W	YMR096W	negative
YPL249C	YML046W	negative
YDR292C	Q0140	negative
YPR049C	YPR070W	negative
YGR020C	YER090W	negative
YCL009C	YDR245W	negative
YOL051W	YAL047C	negative
YMR197C	YDR175C	negative
YKL196C	YAR014C	negative
YGR216C	YJL101C	negative
YPR057W	YLR355C	negative
YIL079C	YGL019W	negative
YMR309C	YOR249C	negative
YDL209C	YPR133W-A	negative
YBR211C	YHR128W	negative
YJR041C	YLR163C	negative
YDR080W	YPR189W	negative
YOR164C	YLR288C	negative
YJR092W	YLR189C	negative
YOR230W	YML067C	negative
YJL065C	YLR028C	negative
YIL022W	YGR195W	negative
YDL098C	YEL026W	positive
YKL058W	YDR245W	negative
YGL049C	YGL100W	negative
YPR080W	YBR065C	negative
YMR218C	YJL065C	negative
YOL077C	YER145C	negative
YLR447C	YCL032W	negative
YKR066C	YML062C	negative
YNL189W	YBR229C	negative
YOL097C	YDR080W	negative
YJL029C	YJL031C	negative
YLR288C	YLR371W	negative
YOR142W	YMR214W	negative
YNL253W	YNL233W	negative
YJR007W	YMR149W	negative
YEL055C	YIL105C	negative
YML069W	YKL104C	negative
YBR152W	YLR457C	negative
YBR193C	YNR051C	negative
YPL181W	YIL084C	positive
YIL068C	YJL085W	positive
YLR060W	YDL176W	negative
YPR182W	YGR075C	positive
YMR055C	YGR186W	negative
YMR231W	YGL130W	negative
YNL047C	YLR060W	negative
YNR023W	YLR088W	negative
YOR144C	YKL119C	negative
YKR068C	YJR109C	negative
YLL002W	YGL105W	negative
YOR187W	YPL049C	negative
YDR156W	YNL225C	negative
YDR483W	YPL045W	negative
YAR002C-A	YML094W	negative
YJR010C-A	YBR188C	negative
YKL155C	YNL288W	negative
YFR052W	YNR043W	negative
YPL083C	YBR169C	negative
YNL006W	YDR176W	negative
YGL111W	YCR002C	negative
YOR164C	YGR193C	negative
YPR007C	YEL053C	negative
YKL016C	YPL038W	negative
YLL002W	YDR246W	negative
YBR143C	YOR075W	negative
YKL135C	YDL043C	negative
YNL147W	YGR170W	negative
YDR434W	YKL039W	positive
YBR167C	YKL092C	negative
YNL041C	YPL061W	negative
YLR295C	YOR210W	negative
YOR061W	YBL030C	negative
YDR422C	YBR103W	negative
YML109W	Q0105	negative
YJL190C	YNR023W	negative
YLR421C	YGL129C	negative
YLR378C	YPR101W	negative
YDL112W	YDR296W	negative
YDL232W	YGL061C	negative
YLR439W	YLR025W	negative
YPL007C	YJL098W	negative
YMR188C	YDL042C	negative
YPL243W	YAL034C	negative
YOR189W	YPL235W	positive
YAR014C	YCL016C	negative
YBL022C	YDR260C	negative
YBL045C	YDR363W-A	negative
YLR221C	YDL160C	negative
YMR108W	YDR067C	negative
YCR084C	YHR051W	negative
YMR189W	YMR270C	negative
YDR434W	YLR007W	negative
YGL031C	YGL237C	negative
YPL001W	YGL153W	negative
YGR167W	YIL125W	negative
YJR113C	YGR006W	negative
YDR195W	YDR322W	negative
YMR044W	YGR034W	negative
YLR233C	YDL040C	negative
YML124C	YPL083C	negative
YBR258C	YPR074C	negative
YPL234C	YOR304W	negative
YER094C	YAL030W	negative
YDL145C	YIL139C	negative
YOR270C	YLR192C	negative
YPL194W	YNL214W	negative
YHR121W	YIL139C	negative
YDR449C	YER082C	positive
YGR130C	YGL120C	negative
YNL199C	YHR051W	negative
YOR056C	YER021W	negative
YDL097C	YBR201W	negative
YLR067C	YNL218W	negative
YNL075W	YPL050C	negative
YMR060C	YJL111W	negative
YKL112W	YDR245W	negative
YDR424C	YLR383W	negative
YMR284W	YLR291C	negative
YAL034W-A	YGL019W	negative
YOL051W	YIL093C	negative
YER145C	YIL062C	negative
Q0250	YJL014W	negative
YGL155W	YBR201W	negative
YOR117W	YGL048C	positive
YML063W	YPR101W	negative
YLR119W	YIL139C	negative
YHR167W	YML067C	negative
YLR378C	YHR056C	negative
YOL069W	YNL084C	negative
YBR245C	YHR208W	negative
YDR235W	YJR052W	negative
YFR028C	YDL042C	positive
YOR217W	YMR273C	negative
YPL019C	YJL012C	positive
YBL084C	YDR233C	negative
YLR457C	YKR029C	negative
YBR109C	YJL183W	negative
YOR267C	YLR233C	negative
YGR250C	YGL019W	negative
YHR119W	YBR175W	positive
YCL011C	YHR167W	positive
YGL124C	YNL112W	negative
YDR483W	YDR068W	positive
YGR244C	YDR356W	negative
YOL097C	YDR166C	negative
YLR135W	YLR148W	negative
YBR077C	YKR062W	negative
YGL133W	YDL217C	negative
YDR166C	YNL072W	negative
YLR457C	YKR026C	negative
YDL055C	YDR041W	negative
YCR072C	YMR256C	negative
YOL062C	YMR235C	negative
YLR180W	YHR166C	negative
YMR096W	YDL099W	negative
YNL230C	YGR084C	negative
YDL013W	YPL174C	negative
YBR045C	YJR060W	negative
YDL097C	YPL211W	negative
YKL016C	YMR176W	negative
YDR489W	YPL004C	negative
YDR212W	YDL195W	negative
YJR086W	YEL051W	negative
YGR083C	YNL025C	negative
YLR442C	YKR054C	negative
YOL142W	YMR149W	negative
YDR166C	YGR027C	negative
YDL225W	YBR009C	negative
YLR170C	YLR234W	negative
YNL031C	YPL013C	negative
YJR076C	YDR101C	negative
YMR108W	YMR054W	negative
YFR013W	YOR103C	negative
YHL022C	YPL057C	negative
YDR057W	YBL038W	negative
YDR170C	YER148W	negative
YNL272C	YKR083C	negative
YBR125C	YHR083W	negative
YKL143W	YDR283C	positive
YDR331W	YKL007W	negative
YLR381W	YJR064W	negative
YER111C	YBL099W	negative
YDR166C	YKL019W	negative
YFR044C	YAL009W	negative
YGR082W	YNL153C	negative
YKL019W	YDR204W	negative
YOR353C	YDL030W	negative
YPL023C	YGL246C	negative
YPL022W	YNL191W	negative
YLR362W	YHR148W	negative
YKL088W	YLR039C	negative
YLR329W	YJL031C	negative
YBL041W	YLR291C	negative
YOR150W	YOL149W	negative
YLR147C	YHR075C	negative
YMR055C	YGR005C	negative
YJL143W	YKL013C	negative
Q0085	YDR298C	positive
YBR289W	YNR023W	positive
YDR429C	YNR023W	negative
YML124C	YDL044C	negative
YJL071W	YNL153C	negative
YIL094C	YBR169C	negative
YNL124W	YGR167W	negative
YMR268C	YLR439W	negative
YHR058C	YER022W	positive
YER018C	YBR251W	negative
YER151C	YLR371W	negative
YJR135W-A	YCR086W	negative
YGL127C	YMR294W	negative
YPL085W	YOL135C	negative
YBL056W	YDR407C	negative
YGR002C	YPR023C	positive
YAL007C	YER069W	negative
YBR097W	YHR075C	negative
YDL097C	YJL025W	negative
YGR183C	YGL128C	negative
YCR020W-B	YBL038W	negative
YMR203W	YGL252C	negative
YBR009C	YKR027W	negative
YDL013W	YBR017C	negative
YBL041W	YPR103W	positive
YMR146C	YDR437W	negative
YIL142W	YNL059C	negative
YKL141W	YGL047W	negative
YGR074W	YDR240C	positive
YNL062C	YDR322W	negative
YCL044C	YGL194C	negative
YPL057C	YKL014C	negative
YGL098W	YDR495C	negative
YIL142W	YOR212W	negative
YOR035C	YPR166C	negative
YLR275W	YOR303W	negative
YJL111W	YJR006W	negative
YBR258C	YML012W	negative
YDL007W	YLR421C	positive
YMR197C	YMR297W	negative
YKR068C	YNL076W	negative
YGL150C	YNL059C	positive
YNL061W	YER126C	positive
YHL025W	YJR009C	negative
YOL038W	YDR407C	negative
YHR084W	YNR033W	negative
YJL124C	YGR193C	negative
YMR064W	YHL001W	negative
YGR008C	YJR042W	negative
YOR039W	YPL090C	negative
YBR052C	YJR045C	negative
YOR035C	YKL039W	negative
YDL093W	YER139C	negative
YPL038W	YDR246W	negative
YDR054C	YAL042W	negative
YAL034W-A	YBR031W	negative
YPR035W	YPL271W	negative
YBR211C	YKL007W	negative
YML012W	YBL097W	negative
YDL092W	YDR019C	negative
YJR010C-A	YBR234C	negative
YGL200C	YLR029C	negative
YLR274W	YJR058C	negative
YGR078C	YPL153C	negative
YBL041W	YGR165W	negative
YGR027C	YKL185W	negative
YML111W	YLR234W	negative
YKL141W	YLL002W	negative
YDR488C	YDR079C-A	negative
YPL149W	YLR275W	negative
YFR030W	YDR080W	negative
YHR013C	YHR005C	negative
YML111W	YMR197C	negative
YJL002C	YMR294W	negative
YNL230C	YGR261C	negative
YDR392W	YBR198C	positive
YJR101W	YLR115W	negative
YBR128C	YNL082W	negative
YNL199C	YML094W	negative
YPL023C	YEL037C	negative
YDL007W	YDR427W	positive
YOR117W	YDR246W	negative
YJR138W	YGL244W	negative
YHR114W	YPL138C	negative
YLR423C	YOR179C	negative
YDR129C	YER030W	negative
YNL167C	YGL191W	negative
YDL149W	YML051W	negative
YGR252W	YIR021W	negative
YER082C	YDR507C	negative
YNL081C	YCL008C	negative
YMR093W	YMR186W	negative
YFR013W	YDR211W	negative
YLR395C	YNL039W	negative
YOR117W	YML077W	negative
YDR254W	YDR318W	positive
YLR148W	YGL147C	negative
YFR008W	YGR048W	negative
YNL103W	YJR065C	negative
YOL077C	YBR179C	negative
YLR378C	YDR186C	negative
YPL022W	YOR281C	negative
YKL012W	YEL003W	negative
YNL097C	YER087C-B	negative
YHR195W	YER008C	negative
YLR417W	YHR084W	negative
YBL026W	YPL003W	negative
YJR109C	YLR222C	negative
YGR258C	YKL188C	negative
YPR178W	YER048W-A	negative
YOR039W	YMR116C	negative
YDR397C	YHR024C	negative
YGR109C	YNL138W	negative
YGL049C	YMR153W	negative
YOR043W	YGL197W	negative
YJR075W	YBR065C	negative
YPL147W	YLR277C	negative
YLR433C	YJL041W	negative
YDR254W	YCL008C	negative
YOR136W	YPR190C	negative
YJR075W	YOR375C	negative
YDL017W	YLR378C	negative
YPL037C	YBR263W	negative
YBR258C	YPL231W	negative
YMR188C	YMR029C	negative
YGR275W	YPL218W	negative
YBR267W	YHR170W	positive
YBR087W	YMR189W	negative
YGL031C	YOR213C	negative
YGR175C	YPL018W	negative
YLR433C	YLR088W	negative
YDL209C	YLL036C	positive
YPR182W	YDR422C	negative
YDR416W	YOR036W	negative
YBR152W	YPR165W	negative
YER157W	YGR254W	negative
YDR377W	YHR167W	negative
YGL195W	YFR009W	positive
YMR108W	YBR175W	negative
YFR052W	YFR049W	negative
YDR314C	YPR032W	positive
YPL174C	YGR261C	negative
Q0130	YLR295C	positive
YOR290C	YPL152W	negative
YPL248C	YGL020C	negative
YKL141W	YNL201C	negative
YFR033C	Q0105	positive
YDR434W	YLR355C	negative
YDL232W	YJL053W	negative
YDL203C	YDL090C	negative
YBR045C	YDR165W	negative
YFR008W	YER038C	negative
YGR156W	YLR163C	negative
YBL037W	YDR037W	negative
YDR427W	YDL181W	negative
YMR058W	YMR213W	negative
YGL134W	YPL094C	negative
YDL084W	YLR038C	negative
YJL104W	YHR081W	negative
YJL069C	YCL037C	negative
YGR232W	YMR096W	negative
YHR167W	YJL052W	negative
YPL063W	YGR033C	positive
YCR081W	YDR166C	negative
YFR031C-A	YIL021W	negative
YLR438C-A	YKL154W	negative
YDR425W	YOL108C	negative
YDR170C	YKL018W	negative
YKL173W	YDL130W-A	negative
YBR017C	YMR096W	negative
YAL010C	YNL261W	negative
YNL225C	YJL208C	negative
YDR404C	YER145C	negative
YJL006C	YPL152W	negative
YER112W	YER146W	positive
YJR109C	YFR010W	negative
YOR168W	YPL019C	negative
YKR022C	YAL030W	negative
YFL017W-A	YER172C	positive
YLR423C	YPR178W	negative
YLR060W	YHR191C	negative
YKR026C	YER092W	negative
YER007C-A	YOR217W	negative
YOR124C	YOL115W	negative
YBR167C	YKL154W	negative
YML124C	YER087C-B	negative
YDR328C	YBL090W	negative
YEL027W	YLR288C	negative
YCL014W	YKL167C	positive
YER145C	YGL194C	negative
YJL166W	YIL068C	negative
YMR029C	YNL199C	negative
YHL029C	YDR397C	negative
YLL002W	YIL105C	negative
YGL058W	YDR498C	negative
YLR384C	YDR322W	negative
YDR337W	YER122C	negative
YDR086C	YLL036C	negative
YNL038W	YGR156W	negative
YLR319C	YEL003W	negative
YMR083W	YLR135W	negative
YKL196C	YGR005C	negative
YHR216W	YDR057W	negative
YBL104C	YNL233W	negative
YDR279W	YJL154C	negative
YNL297C	YPR168W	negative
YAL032C	YGR193C	negative
YPR036W	YMR190C	negative
YBL045C	YDR068W	negative
YGR167W	YLR382C	negative
YGR091W	YFL017W-A	positive
YER116C	YBR146W	negative
YDR279W	YMR089C	negative
YGL039W	YNL192W	negative
YER146W	YIL076W	negative
YMR026C	YMR263W	negative
YML129C	YDL132W	negative
YCR020W-B	YPL002C	negative
YBR152W	YIL125W	negative
YJR007W	YMR042W	negative
YPL057C	YGL129C	negative
YJL014W	YDR188W	positive
YMR146C	YPL237W	positive
YML012W	YNL199C	negative
YBR125C	YHR079C-A	negative
YDR285W	YDR347W	negative
YGR128C	YER151C	negative
YGR034W	YDL213C	positive
YLR440C	YNL039W	negative
YCR092C	YGR231C	negative
YBR142W	YLR360W	negative
YPR107C	YGR183C	negative
YLR362W	YGL200C	negative
YIL042C	YDR228C	negative
YFR013W	YIL070C	negative
YOL144W	YNL243W	negative
YJR092W	YHL029C	negative
YLR191W	YMR176W	negative
YDR392W	YGL252C	positive
YDR148C	YGR156W	negative
YDR108W	YGL246C	negative
YJL209W	YHR084W	negative
YGR264C	YPR070W	negative
YMR304W	YDR207C	negative
YDL007W	YFR010W	positive
YDR483W	YIR002C	negative
YBR283C	YMR188C	negative
YHR208W	YFL004W	negative
YGR275W	YMR095C	negative
YBR128C	YNL062C	negative
YDL181W	YKL039W	negative
YDL013W	YDL185W	negative
YPR182W	YKL173W	positive
YOL004W	YPL076W	negative
YOL110W	YDL090C	negative
YLR074C	YJL031C	negative
YMR158W	YNL238W	negative
YGL098W	YHR128W	negative
YOR039W	YHR197W	negative
YMR296C	YMR042W	negative
YBR283C	YGL240W	negative
YDR073W	YPL009C	negative
YPL174C	YNL038W	negative
YJL066C	YJL164C	negative
YOR181W	YPL129W	negative
YML100W	YNL097C	negative
YMR189W	YLR055C	negative
YJR053W	YLR008C	negative
YMR188C	YNR037C	positive
YLL010C	YGL130W	negative
YGR033C	YDR386W	negative
YPR046W	YLR163C	negative
YDR298C	YDR013W	negative
YDR138W	YGR008C	negative
YGR246C	YLR038C	negative
YNL286W	YMR150C	negative
YOR043W	YMR127C	negative
YDR437W	YNR043W	negative
YNL052W	YOR259C	negative
YHR186C	YFR009W	negative
YOL110W	YPR101W	negative
YMR044W	YNL131W	negative
YDR473C	YOR308C	positive
YDR285W	YGL129C	negative
YJR090C	YHR200W	negative
YBR207W	YPR180W	negative
YMR236W	YGL112C	positive
YGR275W	YLL041C	negative
YFR044C	YOR057W	negative
YMR288W	YPR020W	negative
YPL085W	YIL125W	negative
YML130C	YGR056W	negative
YPR080W	YJL099W	negative
YGR120C	YPR108W	negative
YHL019C	YCL059C	negative
YLR147C	YDL147W	negative
YMR237W	YMR012W	negative
YPL213W	YIR009W	positive
YLR200W	YLR038C	negative
YOL054W	YDL143W	negative
YHL025W	YFL004W	negative
YKL016C	YPL001W	negative
YMR125W	YLR298C	positive
YAL002W	YPL046C	negative
YDR388W	YLR238W	negative
YDR471W	YMR106C	negative
YDR121W	YJL065C	positive
YLR292C	YOR211C	negative
YKL196C	YNL286W	negative
YJL058C	YJR060W	negative
YJR041C	YCR002C	negative
YER030W	YBR115C	negative
YJR086W	YER171W	negative
YNL212W	YPR057W	negative
YKR028W	YGR084C	negative
YLR086W	YGR165W	negative
YLR246W	YGR285C	negative
YPL209C	YEL024W	negative
YML091C	YBL076C	negative
YMR146C	YJL183W	negative
YHR056C	YCR052W	positive
YLL041C	YGL066W	negative
YMR077C	YJL065C	negative
YCR020C-A	YDR103W	negative
YDR443C	YER136W	negative
YGL106W	YGR084C	negative
YGR109C	YJR138W	negative
YJR068W	YNL244C	negative
YLR274W	YGL201C	positive
YBR193C	YGR061C	negative
YOR090C	YJR084W	negative
YOR326W	YGL019W	negative
YBR228W	YGL154C	negative
YPL057C	YOR168W	negative
YPR051W	YML072C	negative
YPR036W	YDR341C	negative
YIL093C	YKL109W	negative
YOR124C	YDR283C	negative
YJR076C	YBR247C	negative
YBR095C	YFL018C	negative
YPL083C	YOR326W	negative
YLR229C	YOR224C	negative
YNL191W	YML067C	negative
YDR295C	YDR470C	negative
YEL002C	YMR149W	positive
YDL175C	YOR036W	negative
YKL186C	YPR066W	negative
YMR287C	YDL192W	negative
YLR277C	YLR075W	negative
YDR019C	YDR407C	negative
YCL010C	YOL078W	negative
YPL209C	YNL041C	negative
YHL022C	YHR157W	positive
YML115C	YDR145W	negative
YIL142W	YGL145W	negative
Q0080	YER029C	negative
YJL098W	YOR267C	positive
YBR221C	YMR095C	negative
YOR299W	YPL004C	negative
YHR158C	YBL099W	negative
Q0130	YPL049C	negative
YER086W	YBL039C	negative
YNR017W	YMR312W	negative
YOR158W	YIL128W	negative
YNL286W	YJL076W	negative
YML072C	YNL107W	negative
YCL014W	YLR424W	negative
YLL010C	YHR118C	negative
YJL011C	YGL191W	negative
YDR377W	YDL004W	positive
YDR092W	Q0275	negative
YGR134W	YNL288W	positive
YHR058C	YIL093C	negative
YMR218C	Q0140	negative
YGR074W	YJR005W	negative
YLR203C	YBR234C	negative
YPL234C	YNL301C	negative
YDR308C	YER022W	positive
YGL125W	YKR038C	negative
YLR272C	Q0120	negative
YDR019C	YJL053W	negative
YPR020W	YNL076W	negative
YDL145C	YFL013C	negative
YBR288C	YDL074C	negative
YFR049W	YMR275C	negative
YGL233W	YPR070W	negative
YOR039W	YGR216C	negative
YGR134W	YPL259C	negative
YGR090W	YPL175W	negative
YMR308C	YLL021W	positive
YJL173C	YPL218W	negative
YDR472W	YJL072C	negative
YBR156C	YBR041W	negative
YGR245C	YNL182C	positive
YPL085W	YGL245W	negative
YKL211C	YDR473C	negative
YPL220W	YDR289C	negative
YOR194C	YOR326W	negative
YIL056W	YDR175C	negative
YMR213W	YLL021W	negative
YNL126W	YNL214W	negative
YBR228W	YIR003W	negative
YBR228W	YLR135W	positive
YLR314C	YDR068W	negative
YDL076C	YMR189W	negative
YJL006C	YMR089C	negative
YJL184W	YDL176W	negative
YLR203C	YBR154C	negative
YDL077C	YNR035C	negative
YER083C	YDR334W	negative
YKR007W	YHL034C	negative
YGL044C	YMR297W	negative
YMR083W	YKL186C	negative
