PROTID	DESC	COMPLEXID
O75448	DRIP complex	CORUM:549
O75448	Mediator complex	CORUM:230
O75448	Mediator complex	CORUM:5450
O75448	PC2 complex	CORUM:300
O75448	SMCC complex	CORUM:301
O75448	TFTC-type histone acetyl transferase complex	CORUM:441
O75448	TRAP complex	CORUM:535
O75461	E2F-6 complex	CORUM:1194
O75461	MLL1-WDR5 complex	CORUM:5386
O75478	PCAF complex	CORUM:477
O75486	GCN5-TRRAP histone acetyltransferase complex	CORUM:438
O75486	PCAF complex	CORUM:477
O75486	STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:476
O75486	STAGA core complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:478
O75486	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	CORUM:470
O75489	Ecsit complex (ECSIT, NDUFS3, NDUFAF1)	CORUM:2942
O75489	Ecsit complex (ECSIT, NDUFS3, TOM20)	CORUM:2938
O75489	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	CORUM:2884
O75496	BRCA1-IRIS-pre-replication complex	CORUM:2210
O75528	GCN5-TRRAP histone acetyltransferase complex	CORUM:438
O75528	PCAF complex	CORUM:477
O75528	STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:476
O75528	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	CORUM:470
O75529	GCN5-TRRAP histone acetyltransferase complex	CORUM:438
O75529	PCAF complex	CORUM:477
O75529	STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:476
O75529	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	CORUM:470
O75530	EED-EZH polycomb complex	CORUM:5521
O75530	EED-EZH-YY1 polycomb complex	CORUM:5502
O75530	EED-EZH2 complex	CORUM:974
O75530	Polycomb repressive complex 2 (PRC2)	CORUM:996
O75530	Polycomb repressive complex 4 (PRC4)	CORUM:1177
O75531	Emerin complex 25	CORUM:5613
O75531	Emerin regulatory complex	CORUM:5609
O75533	17S U2 snRNP	CORUM:2755
O75533	18S U11/U12 snRNP	CORUM:430
O75533	C complex spliceosome	CORUM:1181
O75533	CDC5L complex	CORUM:1183
O75533	SF3b complex	CORUM:1737
O75533	Spliceosome	CORUM:351
O75558	FHL4/STX11-ACT complex	CORUM:3196
O75558	SNARE complex (STX11, VAMP2, SNAP23)	CORUM:797
O75578	ITGA10-ITGB1 complex	CORUM:3057
O75586	ARC complex	CORUM:232
O75586	ARC complex	CORUM:288
O75586	ARC-L complex	CORUM:287
O75586	ARC92-Mediator complex	CORUM:909
O75586	CRSP complex	CORUM:284
O75586	CRSP-Mediator 2 complex	CORUM:910
O75586	DRIP complex	CORUM:549
O75586	Mediator complex	CORUM:230
O75586	Mediator complex	CORUM:5450
O75586	NAT complex	CORUM:229
O75586	PC2 complex	CORUM:300
O75586	SMCC complex	CORUM:301
O75586	TRAP complex	CORUM:535
O75593	SMAD2-FAST1 complex	CORUM:3039
O75593	SMAD2-SMAD4-FAST1 complex	CORUM:3038
O75604	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	CORUM:5194
O75643	C complex spliceosome	CORUM:1181
O75643	Spliceosome	CORUM:351
O75712	E2F-6 complex	CORUM:1194
O75771	BCDX2 complex	CORUM:251
O75771	BLM-RAD51L3-XRCC2 complex	CORUM:2228
O75771	RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	CORUM:261
O75817	Rnase/Mrp complex	CORUM:123
O75818	Rnase/Mrp complex	CORUM:123
O75821	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	CORUM:4392
O75821	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	CORUM:4403
O75821	EIF3 complex (EIF3B, EIF3G, EIF3I)	CORUM:4395
O75821	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	CORUM:4389
O75821	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	CORUM:1097
O75822	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	CORUM:4403
O75822	EIF3 complex (EIF3B, EIF3J, EIF3I)	CORUM:4399
O75822	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	CORUM:1097
O75832	PA700 complex	CORUM:32
O75832	PA700-20S-PA28 complex	CORUM:193
O75843	AP1 adaptor complex	CORUM:36
O75843	Gamma-BAR-AP1 complex	CORUM:144
O75874	Isocitrate dehydrogenase, cytoplasmic	CORUM:404
O75886	RIN1-STAM2-EGFR complex, EGF stimulated	CORUM:3678
O75886	RIN1-STAM2-HRS complex	CORUM:3677
O75899	GABBR2-HTR1A complex	CORUM:5418
O75909	P-TEFb.4 complex	CORUM:1083
O75923	Dysferlin-affixin complex	CORUM:764
O75934	CDC5L complex	CORUM:1183
O75934	CDC5L core complex	CORUM:1182
O75934	Spliceosome	CORUM:351
O75937	17S U2 snRNP	CORUM:2755
O75937	Spliceosome	CORUM:351
O75940	17S U2 snRNP	CORUM:2755
O75940	Spliceosome	CORUM:351
O75943	RAD17-RFC complex	CORUM:270
O75943	RAD17-RFC-9-1-1 checkpoint supercomplex	CORUM:274
O75947	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	CORUM:563
O75964	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	CORUM:563
O75970	RICH1/AMOT polarity complex, Flag-Amot precipitated	CORUM:848
O75971	SNAPc (small nuclear RNA-activating protein) complex	CORUM:114
O76021	Nop56p-associated pre-rRNA complex	CORUM:3055
O76031	ClpX complex, hexameric	CORUM:3991
O76031	ClpXP complex	CORUM:3992
O94763	URI complex (Unconventional prefoldin RPB5 Interactor)	CORUM:781
O94776	ALL-1 supercomplex	CORUM:1257
O94776	Anti-HDAC2 complex	CORUM:632
O94776	HDAC1-associated core complex cII	CORUM:649
O94776	HDAC1-associated protein complex	CORUM:646
O94776	HDAC2-asscociated core complex	CORUM:650
O94776	LARC complex (LCR-associated remodeling complex)	CORUM:778
O94776	MTA2 complex	CORUM:888
O94776	MeCP1 complex	CORUM:685
O94776	Mi-2/NuRD-MTA2 complex	CORUM:41
O94776	Mi2/NuRD complex	CORUM:61
O94776	SNF2h-cohesin-NuRD complex	CORUM:282
O94777	Dolichol-phosphate mannose (DPM) synthase	CORUM:5244
O94782	USP1-UAF1 complex	CORUM:3176
O94805	BAF complex	CORUM:189
O94805	PBAF complex (Polybromo- and BAF containing complex)	CORUM:149
O94805	p400-associated complex	CORUM:1166
O94864	STAGA complex (SPT3-TAF9-GCN5 acetyltransferase complex)	CORUM:476
O94887	FARP2-NRP1-PlexinA1 complex	CORUM:5646
O94887	FARP2-NRP1-PlexinA2 complex	CORUM:5647
O94887	FARP2-NRP1-PlexinA3 complex	CORUM:5648
O94887	FARP2-NRP1-PlexinA4 complex	CORUM:5649
O94906	C complex spliceosome	CORUM:1181
O94906	Spliceosome	CORUM:351
O94913	CF IIAm complex (Cleavage factor IIAm complex)	CORUM:1141
O94973	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	CORUM:247
O94992	P-TEFb-7SKRNA-HEXIM1 complex	CORUM:2878
O95059	Rnase/Mrp complex	CORUM:123
O95067	CCNB2-CDC2 complex	CORUM:5542
O95067	Cell cycle kinase complex CDC2	CORUM:310
O95139	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	CORUM:2884
O95149	Snurportin-CRM1-RanGTP complex	CORUM:1045
O95163	Elongator holo complex	CORUM:1380
O95218	Emerin complex 25	CORUM:5613
O95219	SNX complex (SNX1,1a,2,4, PDGF receptor)	CORUM:1096
O95219	SNX complex (SNX1a, SNX2, SNX4)	CORUM:1070
O95219	SNX complex (SNX1a, SNX2, SNX4, EGFR)	CORUM:1095
O95219	SNX complex (SNX1a, SNX2, SNX4, INSR)	CORUM:1093
O95219	SNX complex (SNX1a, SNX2, SNX4, LEPR)	CORUM:1091
O95219	SNX complex (SNX1a, SNX2, SNX4, TFRC)	CORUM:1104
O95232	Spliceosome	CORUM:351
O95239	DNMT3B complex	CORUM:49
O95251	HBO1 complex	CORUM:2858
O95251	ING4 complex (ING4, MYST2, C1orf149, PHF15)	CORUM:2847
O95251	ING4 complex (ING4, MYST2, C1orf149, PHF16)	CORUM:2848
O95251	ING4 complex (ING4, MYST2, C1orf149, PHF17)	CORUM:1352
O95251	ING5 complex	CORUM:2859
O95257	CDC2-PCNA-CCNB1-GADD45G complex	CORUM:5546
O95271	TRF-Rap1 complex I, 2MD	CORUM:1206
O95271	TRF1 telomere length regulation complex	CORUM:1202
O95271	Tankyrin 1-tankyrin 2-TRF1 complex	CORUM:1219
O95295	AP3-BLOC1 complex	CORUM:652
O95295	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	CORUM:23
O95295	BLOC1-BLOC2 complex	CORUM:654
O95347	CAP(C)-CAP(E) complex	CORUM:5239
O95347	Condensin I complex	CORUM:157
O95347	Condensin I-PARP-1-XRCC1 complex	CORUM:159
O95347	Condensin II	CORUM:160
O95347	DNA ligase IV-condensin complex	CORUM:353
O95347	DNMT3B complex	CORUM:49
O95359	Chromatin remodeling complex (TACC2, TACC3, PCAF)	CORUM:5373
O95391	C complex spliceosome	CORUM:1181
O95391	Spliceosome	CORUM:351
O95400	Spliceosome	CORUM:351
O95402	ARC complex	CORUM:232
O95402	ARC complex	CORUM:288
O95402	ARC92-Mediator complex	CORUM:909
O95402	CRSP complex	CORUM:284
O95402	DRIP complex	CORUM:549
O95402	Mediator complex	CORUM:230
O95402	Mediator complex	CORUM:5450
O95405	PML-SMAD2/3-SARA complex	CORUM:1827
O95425	P2X7 receptor signalling complex	CORUM:725
O95452	BP-SMAD complex	CORUM:443
O95453	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	CORUM:822
O95456	PAC1-PAC2 complex	CORUM:3034
O95602	TNF-alpha/NF-kappa B signaling complex 5	CORUM:5233
O95613	Pericentrin-GCP complex	CORUM:3714
O95619	NuA4/Tip60 HAT complex	CORUM:529
O95619	NuA4/Tip60-HAT complex A	CORUM:798
O95619	SRCAP-associated chromatin remodeling complex	CORUM:304
O95639	Cleavage and polyadenylation factor (CPSF)	CORUM:1144
O95696	ING5 complex	CORUM:2859
O95707	Rnase/Mrp complex	CORUM:123
O95721	SNARE complex (STX1A, SNAP29)	CORUM:873
O95747	WNK1-OSR1 complex	CORUM:1121
O95777	Emerin complex 25	CORUM:5613
O95777	Emerin complex 52	CORUM:5615
O95777	LSm2-8 complex	CORUM:562
O95782	RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	CORUM:247
O95786	Ubiquitin E3 ligase (TRIM25, DDX58)	CORUM:2717
O95807	RANBPM-SMP1 complex	CORUM:641
O95831	AIF-CYPA-DNA complex	CORUM:5843
O95832	MMP-2-claudin-1 complex	CORUM:2798
O95832	MT1-MMP-claudin-1 complex	CORUM:2688
O95835	LATS1-HTRA2-BIRC4 complex	CORUM:5317
O95837	GNA14-p115RhoGEF complex	CORUM:3177
O95926	C complex spliceosome	CORUM:1181
O95926	Spliceosome	CORUM:351
O95983	ALL-1 supercomplex	CORUM:1257
O95983	HDAC1-associated core complex cII	CORUM:649
O95983	HDAC1-associated protein complex	CORUM:646
O95983	HDAC2-asscociated core complex	CORUM:650
O95983	LARC complex (LCR-associated remodeling complex)	CORUM:778
O95983	MTA1 complex	CORUM:886
O95983	MTA2 complex	CORUM:888
O95983	MeCP1 complex	CORUM:685
O95983	Mi-2/NuRD-MTA2 complex	CORUM:41
O95983	Mi2/NuRD complex	CORUM:61
O95983	Mi2/NuRD-BCL6-MTA3 complex	CORUM:585
O95983	NuRD.1 complex	CORUM:587
O95983	SNF2h-cohesin-NuRD complex	CORUM:282
O95997	Securin-separase complex	CORUM:5642
O95999	BCL10 oligomer complex	CORUM:2052
O95999	BCL10-MALT1 complex	CORUM:2053
O95999	CARMA1-BCL10-MALT1 complex	CORUM:2752
O95999	FYB-CARMA1-BCL-10-MALT1 complex	CORUM:2753
O95999	Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10)	CORUM:2745
O96007	Molybdopterin synthase	CORUM:428
O96008	APP-TOMM40 complex	CORUM:3092
O96017	ASF1-histone containing complex	CORUM:2236
O96019	BAF complex	CORUM:1237
O96019	BAF complex	CORUM:189
O96019	BRG1-SIN3A complex	CORUM:713
O96019	BRM-SIN3A complex	CORUM:714
O96019	BRM-SIN3A-HDAC complex	CORUM:806
O96019	DMAP1-associated complex	CORUM:799
O96019	EBAFa complex	CORUM:1252
O96019	EBAFb complex	CORUM:1239
O96019	INO80 chromatin remodeling complex	CORUM:302
O96019	LARC complex (LCR-associated remodeling complex)	CORUM:778
O96019	NuA4/Tip60 HAT complex	CORUM:529
O96019	NuA4/Tip60-HAT complex A	CORUM:798
O96019	NuA4/Tip60-HAT complex B	CORUM:787
O96019	PBAF complex (Polybromo- and BAF containing complex)	CORUM:149
O96019	RNA polymerase II complex, chromatin structure modifying	CORUM:3065
O96019	SIN3-ING1b complex II	CORUM:739
O96019	SRCAP-associated chromatin remodeling complex	CORUM:304
O96019	SWI-SNF chromatin remodeling-related-BRCA1 complex	CORUM:238
O96019	TIP49-TIP48-BAF53 complex	CORUM:1173
O96019	TIP60 histone acetylase complex	CORUM:525
O96019	TRRAP-BAF53-HAT complex	CORUM:1175
O96019	WINAC complex	CORUM:1230
O96019	cMYC-ATPase-helicase complex	CORUM:1170
O96019	p400-associated complex	CORUM:1166
O96033	Molybdopterin synthase	CORUM:428
P00403	Ecsit complex (ECSIT, MT-CO2, GAPDH, TRAF6, NDUFAF1)	CORUM:2936
P00403	Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)	CORUM:2939
P00519	BRCA1-cABL complex	CORUM:2811
P00533	EGFR-CBL-GRB2 complex	CORUM:2542
P00533	EGFR-containing signaling complex	CORUM:1185
P00533	ITGAV-ITGB3-EGFR complex	CORUM:2369
P00533	RIN1-STAM2-EGFR complex, EGF stimulated	CORUM:3678
P00533	SH3KBP1-CBLB-EGFR complex	CORUM:5171
P00533	SNX complex (SNX1a, SNX2, SNX4, EGFR)	CORUM:1095
P00742	TF-FVIIa-FXa-TFPI complex	CORUM:3162
P00846	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	CORUM:563
P01009	SERPINA1-CTSG complex	CORUM:5391
P01009	SERPINA1-ELA2 complex	CORUM:5388
P01011	SERPINA3-CTSG complex	CORUM:5389
P01023	LRP-1-Alpha-2-M-annexin VI complex	CORUM:2710
P01033	MMP-9-TIMP-1-LRP complex	CORUM:2709
P01100	ERG-JUN-FOS DNA-protein complex	CORUM:2694
P01100	ETS2-FOS-JUN complex	CORUM:2695
P01100	NFAT-JUN-FOS DNA-protein complex	CORUM:2693
P01100	SMAD3-SMAD4-cJun-cFos complex	CORUM:2692
P01106	MYC-MAX complex	CORUM:3052
P01106	cMYC-ATPase-helicase complex	CORUM:1170
P01111	RAF1-RAS complex, EGF induced	CORUM:5922
P01112	RAF1-RAS complex, EGF induced	CORUM:5922
P01116	RAF1-RAS complex, EGF induced	CORUM:5922
P01137	ITGAV-ITGB8-MMP14-TGFB1 complex	CORUM:2342
P01137	TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex	CORUM:3027
P01138	NGF-TrkA complex	CORUM:5407
P01138	NGF-p75 complex	CORUM:5424
P01236	Prolactin (PRL) - PRL receptor (PRLR) complex	CORUM:3157
P01374	Lymphotoxin beta receptor complex	CORUM:120
P01574	IFNB1-IFNAR1-IFNAR2- complex	CORUM:552
P01588	EPO-EPOR complex	CORUM:5446
P01732	CD8A-LCK complex	CORUM:1067
P02452	ITGA11-ITGB1-COL1A1 complex	CORUM:3059
P02545	Emerin architectural complex	CORUM:5608
P02545	Emerin complex 24	CORUM:5611
P02751	FN1-TGM2 complex	CORUM:2375
P02751	ITGA2B-ITGB3-FN1-TGM2 complex	CORUM:2376
P02751	ITGA5-ITGB1-FN-1-NOV complex	CORUM:2850
P02751	ITGA5-ITGB1-FN1-TGM2 complex	CORUM:2383
P02751	ITGB6-FYN-FN1 complex	CORUM:2351
P02786	SNX complex (SNX1a, SNX2, SNX4, TFRC)	CORUM:1104
P03372	CAV1-VDAC1-ESR1 complex	CORUM:5862
P03372	ER-alpha-GRIP1-c-Jun complex	CORUM:2699
P03372	ER-alpha-c-Jun complex	CORUM:2700
P03372	ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	CORUM:2657
P03372	ESR1-RELA-BCL3-NCOA3 complex	CORUM:1054
P03372	Er-alpha-p53-hdm2 complex	CORUM:2670
P03372	IKK-alpha--ER-alpha-AIB1 complex	CORUM:2124
P03372	TFTC-type histone acetyl transferase complex	CORUM:441
P03372	p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex	CORUM:2470
P03886	Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)	CORUM:2939
P03886	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	CORUM:2884
P03886	Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial	CORUM:2943
P03886	Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	CORUM:2886
P03891	Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	CORUM:2886
P03897	Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	CORUM:2886
P03928	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	CORUM:563
P04004	ITGB3-ITGAV-VTN complex	CORUM:2826
P04004	ITGB5-ITGAV-VTN complex	CORUM:3117
P04049	BRAF-RAF1-14-3-3 complex	CORUM:5919
P04049	CNK1-SRC-RAF1 complex	CORUM:5928
P04049	KSR1-RAF1-MEK complex	CORUM:5920
P04049	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	CORUM:5877
P04049	RAF1-BRAF complex, RAS stimulated	CORUM:5923
P04049	RAF1-CNK1 complex, RAS stimulated	CORUM:5924
P04049	RAF1-MAP2K1-YWHAE complex	CORUM:5873
P04049	RAF1-PPP2-PIN1 complex	CORUM:5211
P04049	RAF1-RAS complex, EGF induced	CORUM:5922
P04053	TDT-TDIF2-core-histone complex	CORUM:551
P04150	GR-hnRNP U complex	CORUM:4216
P04156	PRNP-ApolopoproteinE3 complex	CORUM:1088
P04406	Ecsit complex (ECSIT, MT-CO2, GAPDH, TRAF6, NDUFAF1)	CORUM:2936
P04406	GAIT complex	CORUM:5385
P04406	HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	CORUM:280
P04626	EGFR-containing signaling complex	CORUM:1185
P04626	ERBB2-MEMO-SHC complex	CORUM:2528
P04629	NGF-TrkA complex	CORUM:5407
P04637	DAXX-Axin-p53-HIPK2 complex	CORUM:2842
P04637	Daxx-Axin-p53 complex	CORUM:3170
P04637	Er-alpha-p53-hdm2 complex	CORUM:2670
P04637	FHL2-p53-HIPK2 complex	CORUM:577
P04637	FOXO3-TP53 complex, oxidative stress stimulated	CORUM:2678
P04637	MSH2/6-BLM-p53-RAD51 complex	CORUM:2224
P04637	NUMB-TP53-MDM2 complex	CORUM:3172
P04637	P53-BARD1-Ku70 complex	CORUM:5288
P04637	YY1-MDM2-p53 complex	CORUM:5331
P04637	hSIR2-p53 complex	CORUM:2821
P04637	p300-MDM2-p53 protein complex	CORUM:98
P04637	p53 homotetramer complex	CORUM:2681
P04637	p53-SP1 complex	CORUM:2679
P04843	Oligosaccharyltransferase complex (Stt3A variant)	CORUM:1199
P04843	Oligosaccharyltransferase complex (Stt3B variant)	CORUM:1200
P04844	Oligosaccharyltransferase complex (Stt3A variant)	CORUM:1199
P04844	Oligosaccharyltransferase complex (Stt3B variant)	CORUM:1200
P05019	IGF1-IGFBP3-ALS complex	CORUM:541
P05067	APP-FE65-LRP complex	CORUM:143
P05067	APP-TIMM23 complex	CORUM:3093
P05067	APP-TOMM40 complex	CORUM:3092
P05067	Amyloid beta protein oligomer	CORUM:2711
P05106	ITAGV-ITGB3-F11R complex	CORUM:2362
P05106	ITGA2B-ITGB3 complex	CORUM:2381
P05106	ITGA2B-ITGB3-CIB1 complex	CORUM:2379
P05106	ITGA2B-ITGB3-F11R complex	CORUM:2382
P05106	ITGA2B-ITGB3-FN1-TGM2 complex	CORUM:2376
P05106	ITGA2B-ITGB3-ICAM4 complex	CORUM:3115
P05106	ITGA2b-ITGB3-CD47-FAK complex	CORUM:2896
P05106	ITGA2b-ITGB3-CD47-SRC complex	CORUM:2377
P05106	ITGA2b-ITGB3-CD9 complex	CORUM:2370
P05106	ITGA2b-ITGB3-CD9-GP1b-CD47 complex	CORUM:2872
P05106	ITGA2b-ITGB3-TLN1 complex	CORUM:2378
P05106	ITGA5-ITGB3-COL6A3 complex	CORUM:2882
P05106	ITGAV-ITGB3 complex	CORUM:2816
P05106	ITGAV-ITGB3-ADAM15 complex	CORUM:2359
P05106	ITGAV-ITGB3-ADAM23 complex	CORUM:2364
P05106	ITGAV-ITGB3-CD47-FCER2 complex	CORUM:2355
P05106	ITGAV-ITGB3-COL4A3 complex	CORUM:2365
P05106	ITGAV-ITGB3-EGFR complex	CORUM:2369
P05106	ITGAV-ITGB3-LAMA4 complex	CORUM:2374
P05106	ITGAV-ITGB3-NOV complex	CORUM:2849
P05106	ITGAV-ITGB3-PPAP2b complex	CORUM:2366
P05106	ITGAV-ITGB3-PXN-PTK2b complex	CORUM:2363
P05106	ITGAV-ITGB3-SLC3A2 complex	CORUM:3103
P05106	ITGAV-ITGB3-SPP1 complex	CORUM:2358
P05106	ITGAV-ITGB3-THBS1 complex	CORUM:2846
P05106	ITGB3-ITGAV-CD47 complex	CORUM:2356
P05106	ITGB3-ITGAV-VTN complex	CORUM:2826
P05107	ITGAM-ITGB2-CD11 complex	CORUM:2153
P05107	P2X7 receptor signalling complex	CORUM:725
P05141	Nop56p-associated pre-rRNA complex	CORUM:3055
P05154	PCI-PSA-SCG2 complex	CORUM:845
P05198	DNA-PK-Ku-eIF2-NF90-NF45 complex	CORUM:5183
P05386	60S ribosomal subunit, cytoplasmic	CORUM:308
P05386	Nop56p-associated pre-rRNA complex	CORUM:3055
P05386	Ribosome, cytoplasmic	CORUM:306
P05386	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	CORUM:5380
P05387	60S ribosomal subunit, cytoplasmic	CORUM:308
P05387	Nop56p-associated pre-rRNA complex	CORUM:3055
P05387	Ribosome, cytoplasmic	CORUM:306
P05387	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	CORUM:5380
P05388	60S ribosomal subunit, cytoplasmic	CORUM:308
P05388	Nop56p-associated pre-rRNA complex	CORUM:3055
P05388	Ribosome, cytoplasmic	CORUM:306
P05412	ER-alpha-GRIP1-c-Jun complex	CORUM:2699
P05412	ER-alpha-c-Jun complex	CORUM:2700
P05412	ERG-JUN-FOS DNA-protein complex	CORUM:2694
P05412	ETS2-FOS-JUN complex	CORUM:2695
P05412	NFAT-JUN-FOS DNA-protein complex	CORUM:2693
P05412	SMAD3-SMAD4-cJUN complex	CORUM:2708
P05412	SMAD3-SMAD4-cJun-cFos complex	CORUM:2692
P05455	Emerin complex 25	CORUM:5613
P05455	H2AX complex, isolated from cells without IR exposure	CORUM:1223
P05496	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	CORUM:563
P05546	MLL-HCF complex	CORUM:1256
P05549	RB1-TFAP2A complex	CORUM:5146
P05556	CD98-LAT2-ITGB1 complex	CORUM:2390
P05556	ITGA1-ITGB1-COL6A3 complex	CORUM:2434
P05556	ITGA1-ITGB1-PTPN2 complex	CORUM:2435
P05556	ITGA10-ITGB1 complex	CORUM:3057
P05556	ITGA11-ITGB1 complex	CORUM:3058
P05556	ITGA11-ITGB1-COL1A1 complex	CORUM:3059
P05556	ITGA2-ITGB1 complex	CORUM:2432
P05556	ITGA2-ITGB1-CD47 complex	CORUM:2429
P05556	ITGA2-ITGB1-CHAD complex	CORUM:2430
P05556	ITGA2-ITGB1-COL6A3 complex	CORUM:2431
P05556	ITGA3-ITGB1 complex	CORUM:2406
P05556	ITGA3-ITGB1-BSG complex	CORUM:2398
P05556	ITGA3-ITGB1-CD151 complex	CORUM:2400
P05556	ITGA3-ITGB1-CD63 complex	CORUM:2399
P05556	ITGA3-ITGB1-THBS1 complex	CORUM:2401
P05556	ITGA4-ITGB1 complex	CORUM:2418
P05556	ITGA4-ITGB1-CD47 complex	CORUM:2423
P05556	ITGA4-ITGB1-CD53 complex	CORUM:2420
P05556	ITGA4-ITGB1-CD81 complex	CORUM:2419
P05556	ITGA4-ITGB1-EMILIN1 complex	CORUM:2417
P05556	ITGA4-ITGB1-JAM2 complex	CORUM:2422
P05556	ITGA4-ITGB1-THBS1 complex	CORUM:2426
P05556	ITGA4-ITGB1-THBS2 complex	CORUM:2428
P05556	ITGA4-ITGB1-VCAM1 complex	CORUM:2421
P05556	ITGA5-ITGB1-ADAM15 complex	CORUM:2384
P05556	ITGA5-ITGB1-CAL4A3 complex	CORUM:2853
P05556	ITGA5-ITGB1-FN-1-NOV complex	CORUM:2850
P05556	ITGA5-ITGB1-FN1-TGM2 complex	CORUM:2383
P05556	ITGA5-ITGB1-SPP1 complex	CORUM:3112
P05556	ITGA5-ITGB4 complex	CORUM:2385
P05556	ITGA6-ITGB1 complex	CORUM:2413
P05556	ITGA6-ITGB1-CD151 complex	CORUM:2411
P05556	ITGA6-ITGB1-CYR61 complex	CORUM:2437
P05556	ITGA7-ITGB1-CD151 complex	CORUM:2395
P05556	ITGA9-ITGB1-ADAM12 complex	CORUM:2447
P05556	ITGA9-ITGB1-ADAM15 complex	CORUM:2445
P05556	ITGA9-ITGB1-ADAM8 complex	CORUM:2989
P05556	ITGA9-ITGB1-ADAM9 complex	CORUM:2440
P05556	ITGA9-ITGB1-FIGF complex	CORUM:2446
P05556	ITGA9-ITGB1-SPP1 complex	CORUM:3111
P05556	ITGA9-ITGB1-TNC complex	CORUM:2443
P05556	ITGA9-ITGB1-VCAM1 complex	CORUM:2442
P05556	ITGA9-ITGB1-VEGFA complex	CORUM:2972
P05556	ITGA9-ITGB1-VEGFC complex	CORUM:2971
P05556	ITGAV-ITGB1 complex	CORUM:2436
P05556	ITGAV-ITGB1-SPP1 complex	CORUM:2885
P05556	ITGB1-ITGA9 complex	CORUM:2444
P05556	ITGB1-NRP1 complex	CORUM:3104
P05556	LAT2-ITGB1 complex	CORUM:3035
P06213	SNX complex (SNX1a, SNX2, SNX4, INSR)	CORUM:1093
P06213	Sam68-p85 P13K-IRS-1-IR signaling complex	CORUM:2577
P06239	CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	CORUM:2565
P06239	CD8A-LCK complex	CORUM:1067
P06239	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	CORUM:2955
P06239	Notch1-p56lck-PI3K complex	CORUM:2944
P06239	p56(LCK)-CAML complex	CORUM:2559
P06241	CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	CORUM:2565
P06241	FGFR2-c-Cbl-Lyn-Fyn complex	CORUM:2563
P06241	ITGA6-ITGB4-FYN complex	CORUM:2321
