IDA	IDB	Label
C47B2.5	T14G11.3	negative
Y54E2A.11	T13F2.3	negative
F29D10.4	Y59A8A.1	negative
F59A6.1	F43G9.5	negative
T05H10.5	ZK829.6	negative
T07G12.6	T19B10.7	negative
C29E4.5	Y38C1AB.8	negative
F43B10.2	Y51H7C.7	positive
C07D10.2	Y54E5A.1	negative
Y105C5B.21	Y20F4.2	negative
C07A12.1	F26H9.6	negative
W02C12.3	ZK381.1	negative
Y71F9B.3	F01G10.8	negative
Y71F9B.3	K02F3.4	negative
ZK792.8	T12D8.8	negative
B0393.2	F29G6.3	negative
B0222.8	F59E10.2	negative
F54C9.5	Y48E1B.1	negative
T07C4.1	C18H9.7	negative
Y37A1B.15	F02E9.2	negative
ZK1055.1	W09C5.5	negative
Y105C5B.21	F31E8.3	negative
F13G3.1	JC8.10	negative
M79.1	F08F8.3	negative
Y46G5A.10	D2030.6	negative
F07A11.2	Y110A2AR.2	negative
ZK836.1	T14G11.3	negative
C01F6.4	B0222.8	negative
ZC8.4	F52E4.1	negative
C04F6.1	T19H12.10	negative
M28.7	B0001.1	negative
Y40C5A.1	M110.5	negative
F29D10.4	ZK1067.7	negative
F22B8.6	C14A4.5	negative
ZK836.1	Y39A3CL.2	negative
K07D4.7	C52E4.1	negative
T04C12.5	C25G4.4	negative
ZK616.10	T14G11.3	negative
C14A11.7	Y32H12A.4	negative
Y63D3A.5	C01G12.1	negative
F56A8.7	C27A12.3	negative
C10E2.6	C07G1.4	negative
M28.7	B0025.2	negative
ZC376.4	Y54E2A.11	negative
F14F11.1	F33G12.5	negative
H05G16.1	C14A4.5	negative
Y92C3B.2	Y59A8B.9	negative
Y54E10A.9	C01G12.1	negative
K12C11.2	C12C8.2	negative
ZK829.6	T04D1.3	negative
Y45F10D.9	F33G12.5	negative
F27D9.6	T03E6.7	negative
Y45G5AM.1	JC8.10	negative
M05B5.5	H06H21.9	negative
R10D12.14	C14A11.7	negative
Y41E3.9	C41C4.7	negative
C48D5.1	T10B11.3	negative
F55A11.3	T24H10.6	negative
Y57G11C.24	T11B7.1	positive
F44D12.1	F22D3.1	negative
Y37A1B.15	W02G9.2	negative
T27F7.1	C25B8.1	negative
F41D9.1	C48D5.1	negative
C45E5.6	F25H2.10	negative
C07A9.3	C06E1.4	negative
C44H4.5	C41G7.5	negative
F44C4.3	C04C3.3	negative
ZK849.2	W07B3.2	positive
F25F2.2	K10D2.3	negative
ZC376.4	C47G2.5	negative
W09G10.3	F13D12.4	negative
K11D9.1	T20G5.11	negative
H19M22.2	Y46G5A.10	negative
F55A11.3	F29G6.3	negative
K12F2.1	M01E11.7	negative
Y55F3BR.8	F41D9.1	negative
DY3.2	F58G6.1	negative
Y54E5A.1	C03D6.6	negative
F57F4.3	C05D2.5	negative
R10E12.1	T13B5.5	negative
C34F11.9	B0001.6	positive
C15H11.9	K09B11.9	negative
F17A9.3	T13H2.5	negative
ZK652.1	K01D12.4	negative
T22H2.5	T23G11.3	negative
F35G2.2	F59F5.6	negative
F54F3.1	C27A2.3	negative
Y37D8A.10	F01D4.6	negative
D2096.2	Y51A2D.11	negative
F58G6.1	T22A3.3	negative
ZC168.4	C44H4.5	negative
ZK484.2	ZK265.4	negative
M03D4.1	F40F12.5	positive
F52G2.2	Y92C3B.1	negative
F57B10.1	F31E8.3	negative
W03F8.1	Y24F12A.2	negative
F39H11.2	C33B4.3	negative
F48F7.7	C34C12.3	negative
F47B10.1	T19B4.7	negative
Y71F9AM.4	W05H9.1	positive
W09H1.6	JC8.10	negative
F33E2.2	F31D5.3	negative
Y116A8C.36	C06A6.2	positive
C15H11.9	ZC155.5	negative
F01G10.8	T14A8.1	negative
F08F8.3	T13F3.3	negative
K02F3.4	Y116A8C.36	negative
W03F8.1	F59B2.7	negative
ZK353.6	C26C6.5	negative
Y46G5A.19	C16A3.8	negative
C44H4.5	W02C12.3	negative
T12D8.1	C04A11.4	negative
T23F1.6	R13A5.12	negative
F41H10.10	ZK1055.1	negative
Y43C5A.6	ZK836.1	negative
W02G9.2	F46F6.1	negative
T07A9.6	B0513.1	negative
F43B10.2	C44B12.5	negative
F56D2.7	Y11D7A.12	negative
C02F4.1	Y75B8A.2	negative
F21F8.7	R31.1	negative
B0222.8	ZC504.4	negative
F58B6.2	T13F3.3	negative
K04H4.1	F28F5.3	negative
F13D12.2	F58A3.2	negative
W10D5.3	C07G1.4	negative
B0379.4	F32A5.6	negative
Y32H12A.4	C06E1.4	negative
F59B2.6	F54F3.1	negative
B0261.4	Y39B6A.11	negative
C18D11.4	F13D12.4	negative
ZK1248.3	T19B4.2	negative
DH11.1	Y54F10BM.2	negative
Y55B1BR.4	B0001.1	negative
C39D10.7	T04D1.3	positive
T08G5.5	F54C8.5	negative
Y45F10D.13	D1037.1	positive
T07F8.3	C50B6.14	negative
T08H4.1	Y39A1C.3	negative
C42D8.2	T10F2.4	negative
Y22F5A.3	C07A12.1	negative
C40H1.5	F01F1.12	negative
F25E2.5	T22H2.5	positive
C38D4.6	C35A5.9	positive
Y73B6BL.38	T22A3.2	negative
C27B7.4	R11A8.4	negative
C17C3.4	F17E5.1	negative
C45E5.6	C13B9.3	negative
T25G12.4	C03A7.4	negative
Y48B6A.6	B0304.1	negative
C35A5.9	F28H6.1	negative
Y105C5B.13	Y104H12A.1	positive
T01E8.3	T07C12.11	negative
C01F6.6	ZK265.4	negative
F54C8.5	F13D12.2	negative
W10G11.20	ZK909.4	negative
F41H10.10	F46F6.1	negative
Y73F8A.1	T01G9.6	positive
Y73F8A.8	F33G12.5	negative
H19M22.2	Y48B6A.6	negative
ZK829.6	T16H12.5	negative
T08D10.1	C41D11.8	negative
Y37A1B.17	Y46G5A.10	positive
T19B10.4	T10F2.4	negative
C50B6.14	T05G5.8	negative
F39C12.2	T19E7.2	negative
F28B12.2	C55B7.4	negative
W10G11.20	R07B7.3	negative
C47B2.3	T27F2.2	negative
T18H9.2	T10F2.4	negative
ZK836.1	C52E4.1	negative
M106.1	Y39A3CL.6	negative
C14A11.7	C35A5.9	negative
B0222.8	K10B3.8	negative
F21F8.7	F52F12.1	negative
F20H11.5	D1007.7	negative
T11B7.4	T27F2.2	positive
F56A8.7	F59D8.1	negative
H05G16.1	W02G9.2	negative
Y57G11C.24	F58E10.5	positive
C37A5.9	K07H8.6	negative
T07G12.6	Y37A1B.15	negative
H21P03.3	Y53C12B.3	negative
W10D9.4	Y51A2D.15	negative
F18A1.3	B0001.1	negative
K11D12.10	Y37A1B.2	negative
F13D12.7	ZK270.2	negative
T01D1.6	Y73F8A.1	negative
T07G12.10	B0336.11	negative
Y57A10A.1	Y116A8C.36	positive
T04C10.2	F13D12.4	negative
Y49E10.15	C18H9.7	negative
C54D1.6	K04G2.6	negative
Y40C5A.1	F52F12.1	negative
C26B2.3	C13B9.3	negative
F13D12.4	Y56A3A.1	negative
T07C4.1	K06B4.6	negative
F45E1.7	T20F10.1	positive
C34D1.5	MTCE.26	negative
M01E11.7	Y69A2AR.2	negative
F46F6.1	F25B5.4	negative
F17C8.3	C09H6.2	positive
F32D1.1	Y37A1B.2	positive
F26F4.7	F11C7.5	negative
ZK1067.1	Y48B6A.6	negative
Y47D9A.2	F35G12.9	negative
F57F5.5	Y6B3A.1	negative
C35B8.2	C08B6.9	negative
T23F1.6	F22D3.1	negative
W02G9.2	ZK381.5	negative
K08D10.8	F15C11.2	negative
R166.1	F02E9.2	negative
K07G5.1	F26H11.2	negative
ZC8.4	F01G10.8	negative
R01H10.8	F42E11.4	negative
K04H4.1	Y39A3CL.2	negative
W01G7.5	R31.1	negative
W02D7.10	C09B8.7	negative
ZK652.1	F13D12.2	negative
F26F4.7	Y39A1C.3	negative
W02D7.10	C39F7.2	negative
Y53H1C.2	F45E1.7	negative
T07G12.6	H22K11.1	negative
D2089.4	C07G1.4	negative
Y92H12A.1	Y105C5B.21	negative
K08E3.6	ZK84.3	negative
Y73F8A.8	Y32H12A.4	negative
F43G9.11	C09B8.6	negative
ZK675.2	C04A11.4	negative
ZK1067.1	ZK512.5	negative
T14G10.2	F28H1.2	negative
F39C12.2	T13H2.5	negative
F22A3.1	R10E12.1	negative
ZC155.5	R31.1	negative
Y53F4B.22	Y105E8B.5	negative
ZK353.8	F59B2.7	negative
F11C7.5	F48A11.5	negative
C41C4.8	ZK836.1	negative
W10G11.20	Y39A3CL.2	negative
R11E3.6	ZK849.2	positive
K07B1.6	C12C8.2	negative
Y47H9C.4	C33H5.9	negative
C03A7.14	T20H4.3	negative
T05G5.6	F56D12.5	negative
C24H11.9	ZK1128.8	negative
Y54E10A.5	C49A1.4	negative
Y37D8A.10	B0001.6	negative
Y69A2AR.30	C43E11.6	negative
R166.1	F08F8.3	negative
C17C3.4	K08E3.7	negative
F54C1.7	ZK1128.8	negative
C08C3.1	F43D9.4	negative
ZK1236.3	ZK84.3	negative
F20H11.5	F35G12.3	negative
ZK792.6	H05G16.1	negative
R06B10.4	W04D2.1	negative
T22D1.12	W04D2.1	negative
H42K12.1	Y51A2D.11	negative
F56D2.7	ZK675.2	negative
R06A4.4	T10B11.3	negative
Y55B1AR.1	C25G4.4	negative
F35G2.2	B0205.7	negative
F54B3.3	C07H6.7	negative
F45E6.2	Y11D7A.14	negative
R13A5.1	K01G5.1	negative
R05F9.1	ZK899.8	negative
T08D10.1	D1046.1	negative
F45E6.2	Y51H1A.4	negative
M28.7	T04D1.4	negative
ZK84.3	ZC477.9	negative
R09G11.2	C31H1.6	negative
C48E7.11	F15D3.1	negative
K01D12.4	Y15E3A.1	negative
F58B6.2	D1007.12	negative
Y73B6BL.38	C34C12.3	negative
Y43E12A.1	T07D10.2	negative
VF13D12L.3	F47A4.3	positive
Y48B6A.6	K12G11.4	negative
M03E7.5	W01G7.5	negative
Y41C4A.10	F57F4.3	negative
ZK265.4	M04G12.1	negative
M01D7.6	F28H6.1	negative
C02F4.2	C05D2.5	negative
M01G5.5	F43D9.4	negative
F52B10.1	F13G3.1	negative
C04D8.1	C03B8.4	negative
C34D1.5	Y113G7B.23	negative
W02A2.7	Y39A3CL.6	negative
K02F3.4	F43D9.4	negative
Y50D4C.1	C03A7.4	negative
R06A4.7	ZK1128.8	negative
R03C1.1	F17E5.1	positive
C26C6.5	B0336.11	negative
T07D10.2	C05D2.5	negative
B0393.2	F58B6.3	negative
C34F11.9	C24G6.8	positive
Y73F8A.8	AC3.3	negative
K07F5.13	F58G6.1	negative
C01B7.4	F47B10.1	negative
K08F8.4	F47G4.2	negative
C45E5.6	M01E11.7	negative
Y54E2A.3	F40F12.5	negative
T16H12.5	K02B12.4	negative
T01D1.6	F37A4.7	negative
F02E9.2	K10D2.2	positive
F46C8.6	K04G2.6	negative
F32A6.4	ZK909.4	negative
C35B8.2	C47B2.3	negative
ZK836.1	C47B2.3	negative
D2024.6	F32G8.6	negative
W10G11.20	M01D7.6	negative
Y46G5A.10	T22A3.2	negative
B0379.4	B0001.6	negative
F56H11.1	C39F7.4	negative
F57C9.5	F02E9.2	negative
C03A7.14	F55A11.3	negative
F43B10.2	T23C6.4	positive
C56E6.3	K11D12.10	negative
C01B10.8	ZK84.3	positive
Y105E8A.26	C09H6.2	negative
F43C1.2	C12C8.2	negative
Y113G7A.3	C04A11.4	negative
F39H11.2	F18E2.5	negative
T05H10.5	F30H5.1	positive
ZK792.8	Y105C5B.13	negative
Y63D3A.5	Y39A3CL.2	negative
F08C6.3	ZK909.4	negative
T24F1.1	MTCE.25	negative
Y39B6A.2	C44B12.5	negative
F33E2.2	W03F11.6	positive
F45E10.1	C04C3.3	negative
C01F6.6	C25G4.4	negative
C29F4.1	C30B5.1	negative
F52F12.1	F31D5.3	negative
Y41D4B.13	Y54E5A.1	negative
F09E10.3	C33H5.9	negative
H14N18.1	B0414.6	negative
F17A9.3	ZK632.1	negative
Y73B6BL.2	F44D12.1	negative
C55B7.4	Y116A8C.36	negative
T01E8.3	C47C12.3	negative
T26E3.2	T19B4.2	negative
M01E11.7	C33B4.3	positive
R07B7.2	F22B7.5	positive
C25G4.6	K11D12.10	negative
E01F3.1	R13H8.1	negative
Y53H1A.1	R07G3.3	negative
Y54E2A.3	K02F3.4	negative
H27C11.1	ZK1067.7	negative
Y47D9A.2	Y67H2A.6	negative
F57F5.5	F57C9.5	negative
C32E8.10	D1005.3	negative
K01A6.2	M117.2	positive
F52G2.2	Y38C1BA.2	negative
T13F3.3	Y73C8B.4	negative
F58B6.3	W03F11.6	negative
Y45F10D.13	F55C7.7	negative
B0393.2	F26F12.7	negative
Y37E11AR.2	Y20F4.3	negative
F54E7.3	C06E1.1	positive
F11G11.12	F52E4.4	negative
F23B12.5	T22A3.2	negative
ZK520.4	B0001.1	negative
AC3.3	K12G11.4	negative
F25B5.4	Y51H4A.4	negative
M03D4.1	M28.7	negative
C16C10.5	B0024.14	negative
K11E8.1	C09G4.5	negative
Y54G2A.17	C03D6.6	positive
F52G2.2	K07C11.2	negative
ZK652.1	D1053.1	negative
Y23H5A.5	R09G11.2	negative
C25G4.4	Y59A8B.9	negative
W03C9.7	Y39A3CL.6	negative
B0218.3	C34C12.3	negative
Y23H5A.5	ZK20.3	negative
T21B6.3	F30A10.8	positive
M79.1	F44D12.1	positive
F25E2.5	C25B8.1	negative
C44B9.4	K10B3.10	negative
R09G11.2	T10B11.3	negative
F57F4.3	K08E3.3	negative
Y73B6BL.38	T07C12.11	negative
T07G12.6	MTCE.25	negative
C34G6.7	T21C9.13	positive
Y59A8A.1	Y108G3AL.1	positive
T05G5.8	B0001.1	negative
W03G9.4	C47B2.5	negative
Y105C5B.21	T05G5.6	negative
C46A5.9	F46C8.6	negative
T19B4.7	F44G3.9	negative
W03F8.1	B0304.1	negative
C25G4.6	C32D5.9	negative
K11D2.3	F46F6.1	negative
C41C4.7	ZK370.3	negative
T19B4.2	C44B7.1	negative
F38A6.3	Y105C5B.21	negative
C01H6.7	ZK84.3	negative
F13D12.7	R09G11.2	negative
M01G5.5	C28C12.8	negative
R05D3.4	T13F2.3	negative
F46C8.6	T17H7.4	negative
K12F2.2	T13F2.3	negative
F58E10.5	C13B9.3	negative
Y69A2AR.2	F40F12.5	negative
W10D5.3	F48F7.7	negative
F29G6.3	T07D10.2	negative
F46B3.17	T04D1.3	positive
T26E3.2	C44B12.5	negative
F26F4.7	C34G6.7	negative
F31E8.3	C35A5.9	negative
Y94H6A.9	F15D3.1	negative
F43B10.2	ZK1128.8	negative
ZK632.1	B0024.12	negative
F20G4.3	W01D2.5	negative
T18H9.2	W08G11.4	negative
C35B8.2	F32H2.3	negative
F22A3.1	B0336.11	negative
F31E8.3	W01F3.3	negative
F37C12.4	C23G10.8	positive
R06C7.7	F37A4.7	negative
K04D7.1	Y39B6A.11	negative
T10A3.1	Y38C1AB.8	negative
Y40C5A.1	EGAP2.3	negative
T12D8.8	K11D9.1	negative
F13D12.2	F08F8.3	negative
F44D12.1	K06B4.6	positive
C04F6.1	K08F4.7	negative
ZK370.3	F32A5.6	negative
C06G1.4	ZK84.3	negative
F23C8.13	F28H1.2	positive
F36A2.1	B0001.1	negative
R01H10.3	Y18D10A.5	negative
F25H2.10	F54E7.7	negative
F25H9.6	C34F11.9	positive
T20B12.2	K10B3.10	positive
F49B2.5	T11B7.1	positive
T20B5.1	C41D11.8	negative
T13F3.3	C03A7.4	negative
W10G11.20	F13D12.2	negative
Y55B1AR.1	Y37E11AR.2	negative
Y39B6A.20	Y47D3A.6	negative
T07A9.6	F38B2.1	negative
C24G6.8	C03D6.6	positive
K01C8.5	Y51H4A.4	negative
C44H4.5	C32D5.9	negative
T20G5.1	F17E5.1	negative
T27F7.2	ZK858.4	positive
C04D8.1	Y38C1AB.8	negative
C44H4.5	F54F2.5	negative
F37A4.7	F45E4.3	negative
R09B5.5	F22D3.1	negative
K08F4.7	F43G9.5	negative
ZK484.2	T28F2.5	negative
C18F3.4	C09H6.2	positive
C01F6.4	F47B10.1	negative
C26B2.1	C50E10.4	negative
F26D11.11	F47G4.2	negative
F42G9.9	C44B9.4	negative
F41G4.2	T05H4.14	negative
F44C8.4	T04C10.2	negative
K12F2.2	K06B4.6	negative
R05D11.8	B0001.1	negative
ZC376.7	Y87G2A.4	negative
T23F1.6	Y54F10BM.2	negative
H21P03.3	C02F5.9	negative
Y37A1B.15	F56D12.5	negative
T03D8.1	C44F1.2	negative
Y55B1AR.1	Y39A3CL.2	negative
C05D9.1	F31E8.3	negative
F13H6.1	Y51A2D.11	negative
Y62F5A.1	F31D5.3	negative
C36B1.4	C32D5.1	positive
R10D12.14	F40F12.5	negative
ZC376.4	Y22D7AL.5	negative
F35G12.9	T14G11.3	negative
T12G3.1	C18F3.4	negative
F35D2.5	C01G12.1	negative
C07D10.2	R13H8.1	negative
C08C3.1	F54C1.7	negative
Y53F4B.22	T13F2.3	negative
Y47D9A.2	R07B7.3	negative
ZK470.5	F31D5.3	positive
K01D12.4	F18A1.3	negative
T12D8.8	H19M22.2	negative
K07H8.6	C53A5.1	negative
F17A9.3	Y57G11C.4	negative
F13G3.1	Y51A2D.15	negative
C24H11.9	F36A2.6	negative
K10D2.3	K08E3.4	negative
C41D11.8	W04D2.1	negative
C08B11.6	F36A2.1	negative
F35G2.2	F52E4.4	negative
T22D1.12	Y22D7AL.5	negative
F58A4.3	F08F8.3	negative
R09B5.5	Y105E8A.26	positive
ZC395.8	C25F6.2	positive
C06G1.4	T05B11.3	negative
F07A11.2	C54D1.6	negative
F52D2.4	C43E11.6	negative
F43D9.2	F56D12.5	negative
F52G2.2	C16C10.5	negative
R06A4.7	ZK1067.7	negative
F45E4.3	C12C8.2	positive
K12H4.8	F48A11.5	negative
K01A6.2	Y37E11AR.1	positive
T18H9.2	T14A8.1	negative
C44H4.5	Y61A9LA.9	negative
F26F4.7	W08G11.4	negative
M110.5	Y39A1C.3	negative
Y45G12C.2	F44G3.9	negative
M01G5.5	F30A10.8	positive
F49B2.5	EEED8.3	positive
D1037.3	F55C7.7	negative
T11B7.1	F54E7.3	positive
F33D4.1	Y20F4.3	negative
Y54E10A.5	T05A1.2	negative
W10G6.3	F53B3.1	negative
D1037.3	F48A11.5	negative
C25A11.4	Y39A3CL.6	negative
T19E7.3	B0379.4	negative
Y61A9LA.9	F25F2.2	negative
Y106G6D.7	Y92H12A.1	positive
F36F2.3	C35A5.9	negative
C49F5.2	F17E5.1	negative
F46H5.7	Y116A8C.36	positive
C45E5.6	F23B12.5	negative
F22B8.6	C50B6.2	negative
F08C6.3	K07B1.6	negative
F11C7.5	Y46G5A.1	negative
F18E2.5	R05F9.1	negative
Y54E2A.11	K02B12.4	negative
M03D4.1	C07H6.7	negative
C07D10.2	M03A1.1	negative
F17E5.1	ZK909.4	negative
F31E8.3	F40F12.5	negative
C03A7.14	Y62F5A.1	negative
T21G5.4	K08D10.8	negative
F45E4.3	C35A5.9	negative
F44C4.4	C04C3.3	negative
T21D12.4	C06E1.4	negative
F39C12.2	F28H6.1	negative
W07E6.4	K07B1.6	negative
W10G6.3	Y11D7A.14	negative
B0222.8	Y62E10A.11	negative
F35G12.3	M01D7.6	negative
R13A5.8	F19F10.10	negative
K07H8.6	F47A4.3	positive
R01H10.3	Y39G10AR.17	negative
C06A6.2	C18H9.7	positive
Y47G6A.8	Y48B6A.6	negative
C29E4.5	D2024.6	negative
Y39B6A.46	Y38C1AB.8	positive
R166.1	T04C10.4	negative
F57F4.4	F36A2.6	positive
Y73F8A.8	T04D1.3	negative
K11E8.1	W02D7.10	negative
R01H10.3	K07F5.13	negative
Y41E3.9	ZK1098.10	negative
T19H12.10	F36A2.6	negative
C34F11.9	F53B3.3	positive
C10F3.6	Y69A2AR.2	negative
R04E5.10	Y110A2AR.2	negative
F44C4.3	R10E12.1	negative
F27D9.6	ZC477.9	negative
F45E6.2	F25B5.4	negative
R06C7.7	C18F3.2	negative
C03A7.14	Y20F4.2	negative
C07D10.2	Y51A2D.15	negative
F47D12.4	C35A5.9	negative
Y110A2AR.2	R06C1.3	negative
F13G3.4	R06B10.4	negative
Y37E11AR.2	Y105E8B.1	negative
F42G8.4	T20G5.11	negative
C03A7.14	W03F11.6	positive
T18H9.2	F43G9.11	negative
T12G3.1	C44E4.3	negative
T14G10.2	K08F4.7	negative
Y41D4B.13	T10F2.4	negative
Y71F9AM.4	C06A8.5	positive
Y55B1AR.1	C25G4.6	negative
F22D3.1	F45E4.3	negative
Y57A10A.18	Y116A8C.36	positive
Y44E3B.1	Y51A2D.15	negative
D2089.4	F30H5.1	negative
T08D10.1	C34E10.3	negative
Y22F5A.3	C39F7.4	negative
C52A11.4	C18A11.4	positive
ZK470.5	C09G1.4	positive
F44C8.8	W01D2.5	negative
T07A9.6	C25A11.4	negative
B0336.6	R08E3.4	negative
R11A5.4	C50E10.4	negative
F52F12.1	Y22D7AL.5	negative
Y105E8B.5	K10D2.4	negative
F52B10.1	C32E8.11	negative
M110.5	K08E3.4	negative
T07C4.8	C07H6.7	negative
Y87G2A.10	F17A9.3	negative
Y113G7B.17	Y20F4.3	negative
F52F12.1	Y48A6B.11	negative
ZK849.2	ZC239.15	positive
F59E12.4	K08E3.4	negative
W10D9.4	ZK1058.2	negative
K11E4.4	ZK84.3	negative
C06G1.4	ZK20.3	negative
C18F3.2	Y11D7A.14	negative
E01F3.1	Y71F9AM.4	negative
F31E3.1	F19C7.5	positive
T26H10.1	T24F1.1	negative
Y47D9A.2	W02G9.2	negative
M79.1	C48E7.11	negative
F45E10.1	C34F11.9	positive
B0478.1	F08F8.3	negative
F17E5.1	D1053.1	negative
Y104H12A.1	F52E4.6	negative
Y75B7AL.4	F45E1.7	negative
C17C3.4	T14G10.2	negative
F33D4.2	F30F8.3	negative
C01F6.6	F55C7.7	negative
C07D10.2	ZK849.2	positive
W06H8.8	F54F3.1	negative
W02C12.3	K01D12.4	negative
F29F11.1	K02B12.4	negative
F13D12.4	F13G11.1	negative
C09G1.4	T22A3.3	positive
ZK836.1	F52B5.5	negative
Y54E10A.5	C14A11.7	negative
C35B8.2	F36A2.1	negative
ZK265.4	ZK1067.7	negative
T07A9.3	F11G11.12	negative
R06C1.3	C48E7.11	negative
M106.5	K08E3.3	negative
M01E5.6	T20B3.2	negative
H06H21.9	T08H4.1	negative
K01A6.2	Y38E10A.6	negative
T16H12.5	C07G1.4	negative
C55B7.4	T13F2.3	negative
T19B10.4	K07H8.6	negative
C07D10.2	F43D9.2	negative
Y43E12A.1	Y73B6BL.38	positive
C04F12.9	B0024.14	negative
C17C3.4	F15D3.1	negative
C08C3.1	B0222.8	negative
C53A5.1	T05G5.8	negative
C07A12.1	T08H4.1	negative
Y23H5A.5	W06H8.1	negative
Y43F8C.6	Y116A8C.36	positive
F58G6.1	K10D2.4	negative
Y105C5B.19	C34F11.9	positive
R10E11.3	Y92H12A.1	negative
ZC168.4	W07G1.3	negative
C56E6.3	F43B10.2	negative
T21G5.4	C32F10.6	positive
C26E6.2	T26H10.1	negative
T06E4.1	Y51A2D.15	negative
K07D4.7	W09D10.1	positive
T13B5.5	K08E3.6	negative
F58B6.2	F42G8.4	negative
Y44E3A.4	Y105E8A.21	positive
Y40C5A.1	Y62F5A.1	negative
C39F7.2	Y94H6A.9	negative
F58B6.2	R09G11.2	negative
F01F1.12	T13F2.3	negative
H21P03.3	F10C1.2	negative
F21F8.7	T07G12.10	negative
T23F1.6	M03F4.2	negative
C44H4.5	Y45G12C.2	negative
T26E3.2	Y46G5A.10	negative
T07G12.6	F43G9.5	negative
Y54E10A.15	M18.5	positive
F55A11.3	C36B1.4	negative
C18E9.6	T04D1.3	negative
F47B10.2	Y15E3A.1	negative
B0365.1	ZK265.4	negative
K07D4.7	C17C3.4	negative
C28C12.8	B0001.6	negative
E02H9.8	Y69A2AR.30	negative
Y66H1B.2	F28H6.1	negative
C32E8.11	Y38C1BA.2	negative
ZK829.6	Y105E8B.1	negative
ZK697.2	F36A2.6	negative
W07B3.2	M05D6.7	negative
C14A11.7	D1007.12	negative
F07A11.2	K01A6.2	negative
D1054.2	Y73F8A.1	negative
Y39B6A.20	C32D5.9	negative
C34C12.3	Y92C3B.2	negative
F26H11.1	T19B10.4	negative
ZK484.2	T22D1.9	negative
F49B2.5	F44G3.9	negative
C07E3.6	K07B1.6	negative
T12D8.8	Y45F10D.9	negative
Y110A7A.10	T26E3.3	negative
D2089.4	C02F5.1	negative
EGAP2.3	Y105E8B.5	negative
Y48C3A.12	F49B2.5	positive
F45E6.2	C34G6.7	negative
K09B11.9	ZK1067.1	negative
R06C7.7	Y41D4B.13	negative
Y44E3B.1	C03A7.4	negative
F48A11.5	H14N18.1	negative
Y69A2AR.30	Y54E5A.1	negative
C37A5.9	4R79.1	negative
Y55B1AR.1	F40H3.4	negative
T24C4.6	F13D12.4	negative
C33H5.15	ZC395.8	negative
T01E8.3	T14A8.1	negative
C12D8.10	K07H8.6	negative
Y46G5A.10	B0457.1	negative
Y113G7B.17	F36A2.6	negative
T13F3.3	H14N18.1	negative
Y110A7A.10	F53B3.1	negative
ZK287.5	K08F4.7	negative
C41G7.5	F37A4.7	negative
ZK377.1	T08H4.1	negative
R11E3.6	K07H8.6	negative
H22K11.1	C56C10.8	negative
T25C8.2	R13F6.1	positive
F13E9.3	F28H6.1	negative
C27B7.4	M01G5.5	negative
M28.7	F01D4.6	negative
Y106G6D.7	Y116A8C.36	positive
C41C4.7	T25C8.2	negative
K12H4.8	Y48B6A.6	negative
C42D8.2	C06C3.1	negative
Y39B6A.11	Y76B12C.2	negative
F17E5.1	F29A7.3	positive
ZK721.2	F54C1.7	positive
C14A11.7	W03G9.4	negative
C28H8.6	F56H11.1	negative
C34E10.4	Y51H4A.4	negative
F38B2.1	R09G11.2	negative
ZK822.4	F17E5.1	positive
C44H4.5	F25B5.4	negative
Y71F9AM.4	F29G6.3	negative
ZK632.1	T11B7.4	positive
F47A4.3	F53F4.11	positive
F19C7.8	R119.2	positive
ZK632.1	R03D7.6	negative
F46G10.6	F54F3.1	negative
R01H10.8	C38D4.6	negative
F22A3.1	T25G12.4	negative
Y61A9LA.9	B0414.6	negative
R01H10.3	C44F1.2	negative
C43E11.6	F25B5.4	negative
ZK546.1	T01B11.3	positive
F29G6.3	Y50D4C.1	negative
F44A6.2	Y50D4C.1	negative
Y48A6B.11	T07D10.2	negative
F25B5.4	F25F2.2	negative
T27F2.2	T23G11.3	negative
T04C10.4	Y48G9A.4	negative
F26G5.9	C55B7.4	negative
C08C3.3	C52A11.3	positive
Y38C1AB.8	F46F3.4	negative
F09E10.3	M117.2	negative
F44C4.3	C14A11.7	negative
T16H12.5	T07F8.3	negative
F25B5.4	F47A4.3	positive
F43B10.2	F23A7.8	positive
E02H9.8	Y87G2A.4	negative
F13G3.4	M28.7	negative
DH11.1	ZK381.1	negative
F20H11.5	Y51H4A.17	negative
F36A4.7	C14A11.7	negative
Y49E10.14	K08E3.4	negative
W02C12.3	T28F2.5	negative
F41G4.2	F56H11.1	negative
F25C8.3	R09G11.2	negative
F43H9.2	F58E10.5	negative
C27B7.4	F36A2.6	negative
Y54E10A.5	F23B12.5	negative
F20H11.5	C27A12.3	negative
H22K11.1	C07E3.6	negative
F29D10.4	C03A7.14	negative
C07G1.5	ZK84.3	negative
C17C3.4	F01D4.6	negative
F35A5.8	ZK270.2	positive
F46H5.6	ZK829.6	negative
DY3.2	DH11.1	negative
B0336.6	F35G12.3	positive
Y73B6BL.38	C43E11.6	negative
T20B12.2	C03A7.4	negative
Y57G11C.24	F54D5.3	positive
ZK546.1	C25B8.3	negative
T24C4.6	R13A5.1	negative
Y47D9A.2	C44E4.3	negative
T04C10.4	C33B4.3	negative
R02F2.5	Y57G11C.24	positive
F44C4.3	F54F3.1	negative
W01F3.3	T04D1.3	positive
B0222.8	M110.5	negative
F48E3.8	C09H6.2	positive
